fdcId,description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g
1889728,"85% DARK CHOCOLATE, ORIGINAL",Branded,486.0,3.57,12.364999999999998,50.0,7.1
2240144,"85% DARK CHOCOLATE, SMOKY HOT PEPPER",Branded,486.0,3.57,42.9,50.0,7.1
2168292,85% LEAN  15% FAT 100% GRASSFED GROUND BEEF,Branded,232.0,17.0,0.0,17.0,0.8
1888298,85% LEAN - 15% FAT 100% PURE BEEF BURGERS,Branded,221.0,18.6,0.0,15.0,0.0
2328716,85% LEAN - 15% FAT FRESH GROUND BEEF PATTIES,Branded,214.0,19.6,0.0,15.2,0.0
2423717,85% LEAN - 15% FAT FRESH GROUND BEEF PATTIES,Branded,214.0,19.6,0.0,15.2,0.0
2386276,85% LEAN / 15% FAT BISON GROUND,Branded,214.0,18.8,0.0,15.2,0.0
2276052,85% LEAN / 15% FAT GOURMET BEEF SLIDERS,Branded,211.0,18.3,0.0,23.9,0.0
2079348,"85% LEAN / 15% FAT GRASS FED GROUND BEEF PATTIES, BEEF",Branded,232.0,17.9,0.0,17.9,0.8
2612736,85% LEAN / 15% FAT GRASS FED ORGANIC GROUND BEEF PATTIES,Branded,214.0,18.8,0.0,15.2,0.0
1867813,85% LEAN / 15% FAT GROUND BEEF,Branded,214.0,19.6,0.0,15.2,0.8
2267039,85% LEAN / 15% FAT GROUND BEEF,Branded,196.0,20.5,0.0,12.5,0.0
2736817,"85% Lean / 15% Fat Ground Turkey Tray, Fresh, 1.25 lbs.",Branded,214.0,18.8,0.0,15.2,0.0
2737413,"85% Lean / 15% Fat Ground Turkey Tray, Fresh, 1.3 lbs.",Branded,214.0,18.8,0.0,15.2,0.0
2486887,85% LEAN / 15% FAT ORGANIC GRASS FED GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2418781,85% LEAN / 15% FAT ORGANIC GROUND BEEF PATTIES,Branded,192.0,20.5,0.0,12.6,0.0
1930528,85% LEAN 100% GRASS FED GROUND BEEF,Branded,217.0,18.8,0.0,15.2,0.0
2326386,85% LEAN 15% FAT 100% GRASS FED GROUND BEEF,Branded,205.0,18.8,0.0,13.4,0.8
2480959,85% LEAN 15% FAT 100% GRASS FED GROUND BEEF PATTIES,Branded,214.0,18.8,0.0,15.2,0.0
2291630,85% LEAN 15% FAT 100% GRASS FED GROUND BEEF PATTIES,Branded,113.24,6.0,12.364999999999998,4.42,0.8
2668699,85% LEAN 15% FAT 100% PURE GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.8
2303146,85% LEAN 15% FAT 3 GROUND ORGANIC BEEF PATTIES,Branded,212.0,18.5,0.0,15.2,0.0
2182215,"85% LEAN 15% FAT BEEF BURGERS, BEEF",Branded,212.0,18.5,0.0,15.2,0.0
2424224,85% LEAN 15% FAT BISON,Branded,214.0,18.8,0.0,15.2,0.0
2413742,85% LEAN 15% FAT FRESH GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2413734,"85% LEAN 15% FAT FRESH GROUND BEEF, BEEF",Branded,214.0,18.8,0.0,15.2,0.0
2269510,85% LEAN 15% FAT FRESH GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.8
2096306,85% LEAN 15% FAT FRESH GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.8
2615676,85% LEAN 15% FAT FRESH GROUND TURKEY,Branded,179.0,17.0,0.0,13.4,0.0
2269564,85% LEAN 15% FAT FROZEN GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.8
2622659,85% LEAN 15% FAT GROUND BEEF BURGERS,Branded,214.0,17.0,0.0,15.2,0.0
2163568,85% LEAN 15% FAT GROUND BEEF PATTIES,Branded,214.0,18.8,0.0,15.2,0.0
2579555,85% LEAN 15% FAT GROUND BEEF ROUND,Branded,214.0,18.8,0.0,15.2,0.8
2486809,85% LEAN 15% FAT GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.8
2622645,85% LEAN 15% FAT GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
2466505,85% LEAN 15% FAT GROUND TURKEY,Branded,170.0,17.0,0.0,13.4,0.0
2040890,85% LEAN 15% FAT GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.8
2377521,85% LEAN 15% FAT GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
2525127,85% LEAN 15% FAT ORGANIC GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2269332,85% LEAN 15% FAT ORGANIC GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2554440,85% LEAN 15% FAT ORGANIC GROUND BEEF BURGERS,Branded,230.0,17.7,0.0,17.7,0.0
2270242,85% LEAN 15% FAT ORGANIC STEAK BURGERS PATTIES,Branded,213.0,18.7,0.0,14.7,0.0
2270239,85% LEAN 15% FAT PASTURE-RAISED ORGANIC GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2010896,"85% LEAN 15% FAT TURKEY BREAKFAST SAUSAGE, TURKEY",Branded,304.0,21.4,1.79,14.3,0.0
2608913,85% LEAN GOUND TURKEY,Branded,179.0,17.0,0.0,12.5,0.0
715036,85% LEAN GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
2666258,85% LEAN GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
652180,85% LEAN GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
715052,85% LEAN GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
2283250,85% LEAN I 15% FAT GRASS-FED ORGANIC GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.8
2400978,85% LEAN | 15% FAT ANGUS GROUND BEEF,Branded,196.0,20.5,0.0,12.5,0.0
2399891,85% LEAN | 15% FAT GRASS FED GROUND LAMB,Branded,205.0,17.9,0.89,15.2,0.0
2040497,85% LEAN | 15% FAT GROUND TURKEY,Branded,196.0,17.0,0.0,15.2,0.0
2466796,85% LEAN | 15% FAT GROUND TURKEY,Branded,161.0,17.0,0.0,13.4,0.0
2040487,85% LEAN | 15% FAT GROUND TURKEY,Branded,196.0,17.0,0.0,15.2,0.0
2040581,85% LEAN | 15% FAT GROUND TURKEY,Branded,196.0,17.0,0.0,15.2,0.0
2392716,85% LEAN | 15% FAT GROUND TURKEY,Branded,170.0,15.2,0.0,11.6,0.0
2401317,85% LEAN | 15% FAT ORGANIC GROUND BEEF,Branded,196.0,20.5,0.0,12.5,0.0
2413740,85% LEAN | 20% FAT FRESH GROUND BEEF,Branded,259.0,17.0,0.0,20.5,0.0
2123301,"85% LEAN, 15% FAT 100% ORGANIC GROUND BEEF",Branded,214.0,18.8,0.0,15.2,0.8
2452855,"85% LEAN, 15% FAT GROUND BEEF",Branded,214.0,18.8,0.0,15.2,0.8
2149028,"85% LEAN, 15% FAT GROUND BEEF BURGERS",Branded,212.0,18.5,0.0,15.2,0.0
2095728,"85% LEAN, 15% FAT GROUND TURKEY",Branded,205.0,17.0,0.0,15.2,0.8
2632720,85% LEAN/15% FAT 100% GRASS FED & FINISHED GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.8
2411616,85% LEAN/15% FAT 100% GRASS FED ANGUS GROUND BEEF,Branded,161.0,17.9,0.0,9.82,0.0
2411618,85% LEAN/15% FAT 100% GRASS FED ANGUS GROUND BEEF,Branded,161.0,17.9,0.0,9.82,0.0
2411615,85% LEAN/15% FAT 100% GRASS FED ANGUS GROUND BEEF COARSE GRIND,Branded,161.0,17.9,0.0,9.82,0.0
2587437,85% LEAN/15% FAT 100% GRASSFED GROUND BEEF,Branded,223.0,17.0,0.0,17.0,0.8
2624598,85% LEAN/15% FAT BEEF PATTIES,Branded,214.0,18.8,0.0,15.2,0.0
2618263,85% LEAN/15% FAT FRESH GROUND PORK,Branded,214.0,18.8,0.0,15.2,0.0
2447526,85% LEAN/15% FAT FRESH GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
2447529,85% LEAN/15% FAT FRESH GROUND TURKEY,Branded,214.0,18.8,0.0,15.2,0.0
2421509,85% LEAN/15% FAT GRASS FED ANGUS GROUND BEEF PATTIES,Branded,192.0,20.5,0.0,12.6,0.0
2636624,85% LEAN/15% FAT GRASS FED GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2286321,85% LEAN/15% FAT GRASS FED GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.8
2636634,85% LEAN/15% FAT GRASS FED GROUND BEEF PATTIES,Branded,214.0,18.8,0.0,15.2,0.0
2627132,85% LEAN/15% FAT GRASS FED ORGANIC GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2626839,85% LEAN/15% FAT GRASS FED ORGANIC GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2413707,85% LEAN/15% FAT GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2496998,85% LEAN/15% FAT GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.8
2340586,85% LEAN/15% FAT GROUND BEEF,Branded,232.0,28.6,0.0,12.5,0.0
2279740,85% LEAN/15% FAT GROUND BEEF,Branded,214.0,17.0,0.0,15.2,0.0
2659462,85% LEAN/15% FAT GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.8
2373809,85% LEAN/15% FAT GROUND BEEF,Branded,230.0,28.3,0.0,12.4,0.0
1866296,85% LEAN/15% FAT GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2661100,85% LEAN/15% FAT GROUND BEEF PATTIES,Branded,232.0,17.9,0.0,17.9,0.8
2533740,85% LEAN/15% FAT GROUND BEEF ROUND,Branded,214.0,18.8,0.0,15.2,0.8
2496996,85% LEAN/15% FAT GROUND BEEF ROUND,Branded,214.0,18.8,0.0,15.2,0.8
2600186,85% LEAN/15% FAT GROUND FRESH VEAL,Branded,196.0,18.8,0.0,13.4,0.0
2548444,85% LEAN/15% FAT GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.0
2658771,85% LEAN/15% FAT GROUND TURKEY,Branded,205.0,17.0,0.0,15.2,0.0
2116869,85% LEAN/15% FAT GROUND TURKEY,Branded,196.0,17.9,0.0,15.2,0.0
2040508,85% LEAN/15% FAT GROUND TURKEY,Branded,196.0,17.0,0.0,15.2,0.0
2654490,85% LEAN/15% FAT GROUND TURKEY,Branded,107.0,21.4,0.0,2.68,0.0
2636628,85% LEAN/15% FAT ORGANIC GRASS FED GROUND BEEF PATTIES,Branded,232.0,17.9,0.0,17.9,0.0
2445883,85% LEAN/15% FAT ORGANIC GRASS-FED GROUND BEEF,Branded,241.0,6.0,0.0,17.0,0.0
2550826,85% LEAN/15% FAT ORGANIC GRASS-FED GROUND BEEF PATTIES,Branded,212.0,18.5,0.0,15.2,0.0
2661101,85% LEAN/15% FAT ORGANIC GROUND BEEF PATTIES,Branded,232.0,17.9,0.0,17.9,0.8
2618261,85% LEAN/15% FAT ROUND GROUND BEEF,Branded,214.0,18.8,0.0,15.2,0.0
2629034,85% LEAN/15% FAT SIRLOIN & BEEF PATTIES,Branded,215.0,19.5,0.0,14.8,0.0
2629186,85% LEAN/15% FAT SIRLOIN & BEEF PATTIES,Branded,215.0,19.5,0.0,14.8,0.0
2148781,"85% NICARAGUA ORGANIC DARK CHOCOLATE BAR, 85% NICARAGUA DARK",Branded,580.0,10.0,23.3,46.7,13.3
2173839,85% SMOOTH GOURMET DARK CHOCOLATE,Branded,536.0,10.7,35.7,46.4,14.3
2009678,85% SUNFLOWER OIL & 15% EXTRA VIRGIN OLIVE OIL,Branded,857.0,0.0,0.0,100.0,0.8
579531,85/15 GROUND BEEF,Branded,214.0,19.6,0.0,15.2,0.8
2529546,86 PENNE RIGATE PASTA,Branded,351.0,12.3,70.2,1.75,2.8
2438559,87% DARK CHOCOLATE,Branded,657.0,8.57,37.1,48.6,8.6
614308,"88 MINI FILLO CUPS 1.5""",Branded,334.0,4.6,12.364999999999998,14.0,0.2
549346,8CT WHEAT HAMBURGER BUNS,Branded,306.0,11.3,53.2,5.65,4.8
2091199,8IN CHOCOLATE NON PAREIL CAKE,Branded,394.0,4.23,49.3,22.5,2.8
1775458,8IN GERMAN CHOCOLATE CAKE,Branded,395.0,3.95,52.6,21.0,2.6
1459741,8OZ UNIFORM SALMON PORT,Branded,204.0,20.4,0.0,13.3,0.0
1457203,8OZ.STFD O/ROUGHY SUPREME,Branded,115.0,10.6,9.29,3.54,0.4
2158884,"8PC CHEF'S ASSORTED NIGIRI QBR, CHEF'S ASSORTED",Branded,130.0,9.24,16.8,2.17,0.5
1967955,"8PC CHEF'S ASSORTED NIGIRI WR, CHEF'S ASSORTED",Branded,158.0,10.7,23.0,2.55,0.0
2619172,"9 GRAIN & SEED LOAF, 9 GRAIN & SEED",Branded,256.0,9.3,44.2,5.81,2.3
2034372,"9 GRAIN BREAD, 9 GRAIN",Branded,275.0,10.0,50.0,3.75,2.5
2065775,9 GRAIN SALAD,Branded,110.0,2.0,10.0,8.0,3.0
2065904,9 GRAIN SALAD WITH WHOLE GRAINS & KALE,Branded,110.0,2.0,10.0,8.0,3.0
2619168,"9 GRAIN SANDWICH BREAD, 9 GRAIN",Branded,257.0,8.57,45.7,5.71,2.9
2663824,9 GRAIN WITH CHIA 8 LOW-IN-CARB WRAPS,Branded,150.0,12.5,30.0,5.0,17.5
2490282,"9 GRAIN WITH FLAX & FIBER HEALTHFULL THINS ROLLS, 9 GRAIN WITH FLAX & FIBER",Branded,233.0,9.3,46.5,2.33,11.6
2180478,"9 INCH CHOCOLATE CHIP COOKIE, CHOCOLATE CHIP",Branded,441.0,2.94,61.8,20.6,2.9
2562517,"9 INCH SIZE CHOCOLATE PIE CRUST, CHOCOLATE",Branded,476.0,4.76,66.7,21.4,4.8
2562516,9 INCH SIZE GRAHAM PIE CRUST,Branded,476.0,4.76,66.7,23.8,4.8
2651619,9 INCH SIZE GRAHAM PIE CRUST,Branded,476.0,4.76,71.4,16.7,4.8
2562518,9 INCH SIZE SHORTBREAD PIE CRUST,Branded,476.0,4.76,66.7,23.8,0.0
1895251,9 MINI BAGEL DOGS,Branded,260.0,9.09,26.0,13.0,1.3
1458638,9 OZ CH C/C STRIP STEAKS,Branded,152.0,23.2,0.0,6.25,0.0
1460173,9 OZ LOBSTER TAILS,Branded,116.0,20.5,2.68,1.34,0.0
1457309,9 OZ LOBSTER TAILS,Branded,46.78,6.0,2.68,1.34,0.8
1457451,9 OZ LOBSTER TAILS,Branded,116.0,20.5,2.68,1.34,0.0
1458049,9 OZ LOBSTER TAILS,Branded,116.0,20.5,2.68,1.34,0.0
1460490,9 OZ LOBSTER TAILS,Branded,115.0,20.4,2.65,1.33,0.0
1459883,9 OZ LOBSTER TAILS,Branded,116.0,20.5,2.68,1.34,0.0
1458809,9 OZ LOBSTER TAILS,Branded,116.0,20.5,2.68,1.34,0.0
1459261,9 OZ LOBSTER TAILS,Branded,116.0,20.5,2.68,1.34,0.0
1457206,9 OZ/UP IQF FLOUNDER FILL,Branded,71.0,12.5,0.0,1.79,0.0
2432780,9 PEPPERS & 3 SALTS,Branded,0.0,0.0,0.0,0.0,0.0
2529542,9 SPAGHETTINI PASTA,Branded,351.0,12.3,70.2,1.75,2.8
614490,9 TRADITIONAL COCOA SPONGE SHEETS,Branded,300.0,7.5,12.364999999999998,3.4,2.9
614568,9 TRADITIONAL PLAIN SPONGE SHEETS,Branded,301.0,8.0,12.364999999999998,3.0,1.5
2487337,"9"" BOURBON CHOCOLATE PECAN PIE, 9"" BOURBON CHOCOLATE PECAN",Branded,430.0,3.12,39.8,28.1,1.6
2590569,"9"" CHOCOLATE CREAM PIE, 9"" CHOCOLATE CREAM",Branded,269.0,3.08,30.0,15.4,0.0
2562502,"9"" DEEP DISH FLAKY PIE CRUSTS",Branded,464.0,3.57,50.0,28.6,0.0
2567618,"9"" DEEP DISH FLAKY, HOMESTYLE PIE CRUSTS",Branded,464.0,3.57,50.0,28.6,0.0
2601698,"9"" NSA CHERRY LATTICE, CHERRY",Branded,279.82,3.23,32.3,15.3,0.8
2598604,"9"" PIE SHELLS",Branded,440.0,4.0,44.0,28.0,8.0
2280460,"9"""" CHERRY LOCAL PREMIUM PIE, CHERRY",Branded,215.0,2.68,22.8,12.8,0.8
2195638,"9"""" CHERRY PIE, 9"""" CHERRY",Branded,262.0,2.38,46.8,4.42,1.6
2032920,"9"""" GRAHAM CRACKER PIE CRUST",Branded,524.0,4.76,57.1,28.6,0.0
2027940,"9"""" GRAHAM CRACKER PIE CRUST, 9"""" GRAHAM CRACKER",Branded,524.0,4.76,57.1,28.6,0.0
1954340,"9"""" GRAHAM PIE CRUST",Branded,476.0,4.76,66.7,23.8,4.8
2275225,"9"""" PEACH RASPBERRY PIE, 9"""" PEACH RASPBERRY",Branded,283.0,2.5,40.8,12.5,2.5
1932346,"9"""" PIE FILLING OR TOPPING, CHERRY",Branded,114.0,0.0,27.1,0.0,0.7
1793078,"9"""" PUMPKIN PRALINE PIE",Branded,268.0,3.25,32.5,14.6,0.8
2016949,"9""""DEEP DISH 2 FLAKY, HOMESTYLE PIE CRUSTS",Branded,464.0,3.57,50.0,28.6,0.0
2543216,9+ PH ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2248979,"9-GRAIN HOMEMADE NOODLES, 9-GRAIN",Branded,357.0,16.1,71.4,3.57,12.5
2326291,9-INCH GRAHAM CRACKER PIE CRUST,Branded,524.0,4.76,57.1,28.6,0.0
2599624,"9-TYPE MEDITERRANEAN OLIVE BLEND WITH GARLIC & ROSEMARY, 9-TYPE MEDITERRANEAN WITH GARLIC & ROSEMARY",Branded,237.0,0.0,5.26,21.0,5.3
1458324,9.00OZ TOSTITOS BLUE CORN RSTC,Branded,500.0,7.14,67.9,21.4,3.6
2174110,9.5 PH ALKALINE WATER + ELECTROLYTES,Branded,0.0,0.0,0.0,0.0,0.8
2157567,9.5 PH HIGH ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2508940,9.5 PH MINERAL ENHANCED ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2676386,9.5+ HYDRATE ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2165957,9.5+ PH ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2493515,9.5+ PH ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2544713,9.5+ PH ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2493597,9.5+ PH ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2656908,9.5+ PH ALKALINE WATER + ELECTROLYTES,Branded,0.0,0.0,0.0,0.0,0.8
2535996,9.5+PH WITH ANTIOXIDANT ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2581501,9.5+PH WITH ANTIOXIDANT ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2535993,9.5+PH WITH ANTIOXIDANT ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2535995,9.5+PH WITH ANTIOXIDANT ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2535994,9.5+PH WITH ANTIOXIDANT ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2591359,9.5+PH WITH ANTIOXIDANT ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
2676437,9.5PH HYDRATE ALKALINE WATER,Branded,0.0,0.0,0.0,0.0,0.8
1459965,9/11 OZ SWAI,Branded,89.0,18.8,0.0,0.89,0.0
1459917,9/11 OZ SWAI FILLETS,Branded,54.0,10.7,0.0,1.79,0.0
1459851,9/12 KING CRAB LEGS RED,Branded,95.0,19.0,0.0,1.79,0.0
1459489,9/12 SNOW COCKTAIL CLAWS,Branded,65.0,15.3,0.0,0.0,0.0
1457254,9/12OZ RIBEYE CAB BNLS,Branded,186.0,19.5,0.0,11.5,0.0
2721745,9/3/200 ML APPLE PEAR JUICE ASEPTIC,Branded,50.0,0.0,12.0,0.0,0.0
2675584,"90 CALORIE REDUCED FAT CRESCENTS ROLLS, 90 CALORIE REDUCED FAT",Branded,321.0,7.14,46.4,10.7,0.0
1598062,90 CALORIE S'MORES SOFT-BAKED BARS,Branded,360.0,4.0,72.0,12.0,20.0
614302,"90 COATED TRENDY SHELL ROUND GRAHAM 2""",Branded,281.94,6.37,12.364999999999998,23.0,4.0
614580,"90 MINI CONE NEUTRAL + COATING 2.4""",Branded,496.0,7.0,12.364999999999998,22.0,7.0
614392,"90 ROUND PUFF PASTRY TARTLETS 1.8""",Branded,500.0,7.39,12.364999999999998,28.1,2.2
2625004,90 SECOND CULTIVATED WILD RICE,Branded,150.0,6.25,31.2,0.42,2.5
2605509,90 SECOND FARRO,Branded,108.0,3.75,22.1,0.42,1.7
2447607,90 SECOND LONG GRAIN & WILD QUICK RICE,Branded,179.0,4.29,35.7,2.14,0.0
2641650,90 SECOND LONG GRAIN & WILD RICE,Branded,157.0,3.57,32.1,1.43,0.7
2605506,"90 SECOND LONG GRAIN & WILD RICE WITH HERBS & SEASONINGS, HERBS & SEASONINGS",Branded,96.0,2.08,17.9,1.67,0.8
534234,90 SECOND RICE LONG GRAIN & WILD,Branded,180.0,3.33,35.3,2.33,0.7
2606863,90 SECOND RICE PILAF WITH TOASTED ORZO,Branded,213.0,5.22,40.6,2.41,0.0
528097,"90 SECOND RICE, ROASTED CHICKEN FLAVORED WITH HERBS",Branded,153.0,5.33,30.0,2.67,1.3
2605507,90 SECOND WHOLE GRAIN QUINOA,Branded,172.0,6.17,29.5,4.41,3.1
2564219,90% COCOA DARK CHOCOLATE,Branded,667.0,13.3,30.0,53.3,16.7
2012768,90% COCOA DARK CHOCOLATE,Branded,667.0,13.3,30.0,53.3,16.7
2322652,90% COCOA SWISS DARK CHOCOLATE,Branded,633.0,10.0,16.7,56.7,13.3
2511188,90% LEAN - 10% FAT GROUND SIRLOIN BEEF PATTIES,Branded,176.0,21.8,0.0,9.86,0.0
2481581,90% LEAN / 10% FAT 100% GRASS FED GROUND BEEF PATTIES,Branded,179.0,20.5,0.0,9.82,0.0
2168749,90% LEAN / 10% FAT BISON PATTIES,Branded,166.0,19.2,0.0,9.93,0.0
2279020,90% LEAN 10% FAT CALIFORNIA RAISED GROUND BEEF PATTIES,Branded,179.0,19.9,0.0,9.93,0.0
2667497,90% LEAN 10% FAT FRESH GROUND TURKEY,Branded,170.0,17.9,0.0,9.82,0.8
2158068,90% LEAN 10% FAT FRESH GROUND TURKEY,Branded,170.0,17.9,0.0,9.82,0.8
2630787,90% LEAN 10% FAT GRASS-FED GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.0
2179922,90% LEAN 10% FAT GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.8
2194850,90% LEAN 10% FAT GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.8
2616475,90% LEAN 10% FAT GROUND GROUND TURKEY,Branded,170.0,18.8,0.0,9.82,0.0
2622644,90% LEAN 10% FAT GROUND TURKEY,Branded,170.0,18.8,0.0,9.82,0.0
2337879,90% LEAN 10% FAT ORGANIC PASTURE-RAISED GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.0
1961607,90% LEAN 100% GRASS FED GROUND BEEF,Branded,177.0,21.4,0.0,10.1,0.0
2404317,"90% LEAN | 10% FAT BISON PATTIES, BISON",Branded,177.0,19.5,0.0,9.73,0.0
2446956,90% LEAN | 10% FAT GROUND BEEF,Branded,174.0,19.8,0.0,9.91,0.0
2404320,90% LEAN | 10% FAT GROUND BISON,Branded,179.0,19.6,0.0,9.82,0.0
2621903,90% LEAN | 10% FAT GROUND TURKEY,Branded,143.0,17.9,0.0,9.82,0.0
2392714,90% LEAN | 10% FAT GROUND TURKEY,Branded,170.0,16.1,0.0,10.7,0.0
2404486,"90% LEAN | 10% FAT GROUND TURKEY PATTIES, TURKEY",Branded,168.0,16.1,0.0,10.1,0.0
2153422,"90% LEAN, 10% FAT GROUND TURKEY",Branded,161.0,17.0,0.0,9.82,0.8
2383335,90% LEAN/ 10% FAT SIRLOIN BEEF,Branded,177.0,19.5,0.0,9.73,0.0
2583755,90% LEAN/10% FAT 100% GRASSFED GROUND BEEF,Branded,170.0,19.6,0.0,9.82,0.8
2600037,90% LEAN/10% FAT CHOPPED BEEF SIRLOIN STEAK PATTIES,Branded,176.0,19.8,0.0,10.1,0.0
2081533,90% LEAN/10% FAT GRASS FED GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.8
2626921,90% LEAN/10% FAT GRASS FED ORGANIC GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.0
2462459,90% LEAN/10% FAT GRASS-FED GROUND BEEF,Branded,177.0,20.4,0.0,9.73,0.0
1866285,90% LEAN/10% FAT GROUND BEEF,Branded,179.0,20.5,0.0,9.82,0.0
2451497,90% LEAN/10% FAT GROUND BEEF,Branded,177.0,19.5,0.0,9.73,0.0
2659283,90% LEAN/10% FAT GROUND BEEF,Branded,179.0,20.5,0.0,9.82,0.8
2418055,90% LEAN/10% FAT GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.0
2621410,90% LEAN/10% FAT GROUND BEEF,Branded,179.0,20.5,0.0,9.82,0.0
2372333,90% LEAN/10% FAT GROUND BEEF SIRLOIN,Branded,179.0,21.4,0.0,9.82,0.0
2495801,90% LEAN/10% FAT GROUND BEEF SIRLOIN,Branded,179.0,19.6,0.0,9.82,0.0
2523142,90% LEAN/10% FAT GROUND BEEF SIRLOIN,Branded,179.0,19.6,0.0,9.82,0.8
2533741,90% LEAN/10% FAT GROUND BEEF SIRLOIN,Branded,179.0,19.6,0.0,9.82,0.8
2496574,90% LEAN/10% FAT GROUND BEEF SIRLOIN,Branded,179.0,19.6,0.0,9.82,0.0
2451499,90% LEAN/10% FAT GROUND PORK,Branded,170.0,18.8,0.0,9.82,0.0
2678254,90% LEAN/10% FAT GROUND SIRLOIN BEEF PATTIES,Branded,179.0,19.6,0.0,9.82,0.8
2379861,90% LEAN/10% FAT GROUND SIRLOIN BEEF PATTIES,Branded,173.0,20.0,0.0,10.0,0.8
2669213,90% LEAN/10% FAT GROUND TURKEY,Branded,161.0,17.9,0.0,9.82,0.0
2186417,90% LEAN/10% FAT GROUND TURKEY,Branded,143.0,17.9,0.0,8.04,0.0
2110203,90% LEAN/10% FAT GROUND TURKEY,Branded,143.0,17.9,0.0,8.04,0.0
1887272,90% LEAN/10% FAT NATURAL GROUND PORK,Branded,170.0,19.6,0.0,9.82,0.0
2400678,90/10 COOKING OIL,Branded,800.0,0.0,0.0,93.3,0.0
2053553,91% CACAO EXTRA DARK CHOCOLATE WITH NOTES OF RED FRUIT AND NUTS,Branded,525.0,10.0,35.0,52.5,12.5
2040913,91% LEAN | 9% FAT GROUND TURKEY,Branded,170.0,17.9,0.89,8.93,0.8
2617746,91% LEAN/9% FAT 100% GROUND BEEF PATTIES,Branded,170.0,20.5,0.0,8.93,0.0
2600009,91% LEAN/9% FAT GROUND BEEF PATTIES,Branded,170.0,20.5,0.0,8.93,0.0
1459654,91/110 CPD T/OFF SHRIMP,Branded,71.0,15.5,0.0,0.6,0.0
1460259,91/110 CPD T/OFF SHRIMP,Branded,60.0,14.3,0.0,0.6,0.0
1457492,91/110 PUD SHRIMP,Branded,107.0,20.5,0.89,1.79,0.0
2154009,"92% COCOA STEVIA SWEETENED INTENSELY DARK CHOCOLATE, STEVIA SWEETENED",Branded,533.0,13.3,33.3,50.0,20.0
2158992,92% LEAN 8% FAT 100% GRASS FED GROUND BEEF,Branded,152.0,19.6,0.0,8.04,0.8
2139147,"92% LEAN UNCURED TURKEY HAM, TURKEY",Branded,107.0,19.6,1.79,2.68,0.0
2449964,92% LEAN/8% FAT GROUND PORK,Branded,170.0,18.8,0.0,9.82,0.0
