calories,protein_g,carbs_g,fat_g,fiber_g
50.0,0.0,12.5,0.0,0.8
83.0,0.83,20.8,0.0,0.8
46.0,0.0,11.7,0.0,0.8
54.0,0.42,13.8,0.0,0.0
29.0,0.0,7.5,0.0,0.8
67.0,0.0,16.7,0.0,0.0
71.0,0.42,16.7,0.0,0.0
67.0,0.0,16.7,0.0,0.8
67.0,0.0,16.7,0.0,0.0
62.0,0.0,15.4,0.0,0.0
42.0,0.0,10.4,0.0,0.8
0.0,0.0,0.0,0.0,0.8
46.0,0.0,11.7,0.0,0.0
50.0,0.0,12.1,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,11.2,0.0,0.8
46.0,0.83,11.2,0.0,0.0
51.0,0.0,12.5,0.0,0.8
46.0,0.83,11.2,0.0,0.8
50.0,0.83,12.5,0.0,0.8
50.0,0.42,12.5,0.0,0.0
58.0,0.42,14.6,0.0,0.8
58.0,0.0,14.6,0.0,0.8
58.0,0.0,14.6,0.0,0.8
21.0,0.83,4.17,0.0,0.8
67.0,0.0,16.7,0.0,0.8
62.0,0.0,15.8,0.0,0.8
67.0,0.42,15.8,0.0,0.0
67.0,0.0,16.2,0.0,0.8
62.0,0.0,15.8,0.0,0.8
58.0,0.0,15.8,0.0,0.0
50.0,0.42,12.1,0.0,0.8
65.0,0.17,16.0,0.08,0.0
155.0,1.41,38.0,0.0,0.8
45.0,0.0,11.0,0.0,0.8
21.0,0.83,4.17,0.0,0.8
0.0,0.0,0.0,0.0,0.0
48.0,0.85,11.3,0.0,0.8
61.0,0.51,14.6,0.0,1.0
50.0,0.0,11.7,0.0,0.8
48.0,0.81,12.1,0.0,0.8
58.0,0.42,14.2,0.0,0.8
56.0,0.81,13.7,0.0,0.8
58.0,0.42,13.8,0.0,1.2
50.0,0.0,12.1,0.0,0.0
42.0,0.42,10.4,0.21,0.0
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.5,0.0,0.8
21.0,0.83,4.17,0.0,0.8
54.0,0.0,13.5,0.0,0.8
42.0,0.0,10.4,0.0,0.8
62.0,0.0,15.4,0.0,0.0
58.0,0.0,15.0,0.0,0.0
200.0,1.67,45.0,0.0,0.0
42.0,0.42,11.2,0.0,0.8
42.0,0.42,11.2,0.0,0.8
50.0,0.0,14.2,0.0,1.2
50.0,0.0,13.8,0.0,0.8
54.0,0.0,14.2,0.0,1.2
46.0,0.83,10.8,0.0,0.0
183.0,1.67,45.0,0.0,0.0
62.0,0.83,18.3,0.0,1.2
46.0,0.0,11.7,0.0,0.8
50.0,0.0,11.7,0.0,0.8
50.0,0.0,12.5,0.0,0.0
50.0,0.0,12.5,0.0,0.8
46.0,0.0,11.7,0.0,0.0
47.0,0.0,11.9,0.0,0.8
183.0,0.0,46.7,0.0,0.0
50.0,0.0,12.9,0.0,0.0
46.0,0.0,11.2,0.0,0.0
50.0,0.0,12.9,0.0,0.8
45.0,0.0,11.9,0.0,0.8
46.0,0.0,12.1,0.0,0.8
46.0,0.0,11.2,0.0,0.8
50.0,0.0,12.1,0.0,0.8
46.0,0.0,11.7,0.0,0.8
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.9,0.0,0.8
50.0,0.42,11.7,0.0,0.8
50.0,0.0,12.9,0.0,0.8
50.0,0.0,12.1,0.0,0.8
50.0,0.0,12.9,0.0,0.8
46.0,0.0,11.2,0.0,0.0
50.0,0.0,12.5,0.0,0.8
50.0,0.42,11.7,0.0,0.8
46.0,0.0,11.7,0.0,0.8
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.1,0.0,0.8
46.0,0.0,11.7,0.0,0.0
0.0,0.0,12.364999999999998,4.42,0.8
50.0,0.0,12.1,0.0,0.8
54.0,0.0,12.9,0.0,0.0
46.0,0.0,11.2,0.0,0.0
34.0,0.0,9.04,0.0,0.8
50.0,0.0,12.5,0.0,0.0
50.0,0.0,12.5,0.0,0.8
46.0,1.25,10.0,0.0,0.8
50.0,0.0,12.5,0.0,0.0
50.0,0.0,12.1,0.0,0.0
54.0,0.0,12.9,0.0,0.8
54.0,0.0,12.9,0.0,0.8
83.0,0.83,20.8,0.0,0.8
46.0,0.42,10.8,0.0,0.0
50.0,0.0,12.5,0.0,0.8
46.0,0.83,10.4,0.0,0.4
28.0,0.62,6.15,0.15,0.3
50.0,0.0,12.1,0.0,0.8
50.0,0.0,12.1,0.0,0.8
50.0,0.0,12.1,0.0,0.8
54.0,0.0,13.3,0.0,0.0
56.0,0.0,13.0,0.0,0.8
61.0,0.34,16.2,0.0,0.8
44.0,0.0,10.8,0.0,0.8
58.0,0.0,14.6,0.0,0.8
29.0,0.0,7.5,0.0,0.8
54.0,0.0,13.5,0.0,0.0
58.0,0.0,14.6,0.0,0.0
46.0,0.0,11.7,0.0,0.8
46.0,0.0,11.2,0.0,0.0
50.0,0.0,12.9,0.0,0.8
50.0,0.0,13.8,0.0,0.8
54.0,0.0,13.8,0.0,0.8
54.0,0.0,13.6,0.0,0.8
54.0,0.0,13.8,0.0,0.8
43.0,1.04,10.0,0.12,0.2
54.0,0.0,12.9,0.0,0.8
46.0,0.0,12.1,0.0,0.8
59.0,0.0,14.8,0.0,0.8
50.0,0.0,12.1,0.0,0.8
55.0,0.0,13.9,0.0,0.8
58.0,0.0,14.6,0.0,0.8
54.0,0.0,13.3,0.0,0.0
58.0,0.0,14.6,0.0,0.0
50.0,0.0,12.5,0.0,0.8
71.0,0.0,16.8,0.0,0.9
48.0,0.0,12.0,0.0,0.8
50.0,0.42,12.1,0.0,0.8
46.0,0.83,10.8,0.0,0.8
50.0,0.0,11.7,0.0,0.8
50.0,0.0,11.7,0.0,0.8
50.0,0.0,12.5,0.0,0.8
46.0,0.0,11.4,0.0,0.8
50.0,0.0,11.7,0.0,0.0
50.0,0.0,11.7,0.0,0.8
50.0,0.0,11.7,0.0,0.0
50.0,0.0,12.1,0.0,0.8
61.0,0.34,16.2,0.0,0.8
67.0,0.0,16.7,0.0,0.0
67.0,0.0,16.7,0.0,0.8
55.0,0.0,13.5,0.0,0.8
67.0,0.42,16.7,0.0,0.8
67.0,0.0,16.7,0.0,0.8
68.0,0.0,16.9,0.0,0.8
67.0,0.0,16.7,0.0,0.8
67.0,0.0,16.7,0.0,0.8
58.0,0.0,15.8,0.0,0.8
58.0,0.42,15.8,0.0,0.8
67.0,0.0,16.7,0.0,0.8
62.0,0.0,15.8,0.0,0.8
54.0,0.0,13.3,0.0,0.8
42.0,0.0,10.0,0.0,0.0
42.0,0.0,10.4,0.0,0.8
42.0,0.0,10.4,0.0,0.8
38.0,0.83,8.75,0.0,0.8
46.0,0.0,11.7,0.0,0.0
54.0,0.42,13.3,0.0,0.8
46.0,0.0,11.7,0.0,0.8
46.0,0.0,11.7,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
50.0,0.0,12.1,0.0,0.0
44.0,0.0,11.2,0.0,0.4
50.0,0.0,12.1,0.0,0.8
50.0,0.0,12.1,0.0,0.0
46.0,0.83,10.8,0.0,0.0
183.0,1.67,45.0,0.0,0.0
183.0,1.67,45.0,0.0,0.0
50.0,0.0,12.1,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.42,10.4,0.0,0.8
155.0,1.41,38.0,0.0,0.8
183.0,1.67,45.0,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,11.2,0.0,0.0
183.0,1.67,45.0,0.0,0.0
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.0
183.0,1.67,45.0,0.0,0.0
46.0,0.83,10.8,0.0,0.8
46.0,0.83,11.2,0.0,0.4
183.0,1.67,45.0,0.0,0.0
183.0,1.67,45.0,0.0,0.0
46.0,0.83,11.7,0.0,0.8
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.5,0.0,0.8
50.0,0.0,12.1,0.0,0.8
55.0,0.0,13.5,0.0,0.8
54.0,0.0,13.3,0.0,0.8
49.0,0.61,12.3,0.0,0.8
46.0,0.0,10.8,0.0,0.8
50.0,0.42,12.5,0.0,0.0
50.0,0.0,12.1,0.0,0.8
50.0,0.0,12.0,0.0,0.8
50.0,0.0,12.1,0.0,0.8
46.0,0.83,8.33,0.0,0.0
50.0,0.42,12.1,0.0,0.4
54.0,0.0,13.8,0.0,0.0
54.0,0.0,13.3,0.0,0.0
50.0,0.0,12.5,0.0,0.0
54.0,0.0,13.8,0.0,0.0
60.0,0.4,14.8,0.0,0.4
60.0,0.4,14.4,0.0,0.4
58.0,0.42,12.9,0.42,0.4
50.0,0.0,12.1,0.0,0.8
50.0,0.42,12.5,0.0,0.8
54.0,0.42,12.9,0.0,0.4
60.0,0.4,14.4,0.0,0.4
67.0,0.0,16.7,0.0,0.8
58.0,0.0,14.6,0.0,0.0
67.0,0.0,16.7,0.0,0.8
62.0,0.0,15.8,0.0,0.0
67.0,0.0,16.7,0.0,0.8
75.0,0.42,17.5,0.0,1.2
71.0,0.83,17.9,0.0,1.2
75.0,0.42,17.5,0.0,0.8
75.0,0.42,17.5,0.0,1.2
71.0,0.83,17.9,0.0,1.2
75.0,0.42,17.5,0.0,0.8
71.0,0.83,17.9,0.0,1.2
75.0,0.42,17.5,0.0,0.8
75.0,0.42,17.5,0.0,1.2
75.0,0.42,17.5,0.0,0.8
75.0,0.42,17.5,0.0,1.2
50.0,0.0,12.1,0.0,0.0
50.0,0.0,11.7,0.0,0.8
50.0,0.42,12.1,0.0,0.8
38.0,0.42,9.17,0.0,0.8
42.0,0.42,10.0,0.0,0.0
54.0,0.0,12.9,0.0,0.8
21.0,0.83,4.17,0.0,0.8
50.0,0.42,12.5,0.0,0.0
21.0,0.83,4.17,0.0,0.8
21.0,0.83,4.17,0.0,0.4
19.0,0.83,4.17,0.0,0.8
50.0,0.0,12.1,0.0,0.8
50.0,0.21,11.7,0.0,0.0
46.0,0.0,11.2,0.0,0.0
54.0,0.0,13.8,0.0,0.8
46.0,0.42,11.2,0.0,0.0
21.0,0.83,4.17,0.0,0.8
67.0,0.0,15.8,0.0,0.8
67.0,0.0,16.2,0.0,0.8
0.0,0.0,12.364999999999998,4.42,0.8
62.0,0.0,15.8,0.0,0.8
67.0,0.0,16.7,0.0,0.8
62.0,0.42,15.4,0.0,0.8
50.0,0.0,10.5,0.0,0.8
42.0,0.0,10.4,0.0,0.8
42.0,0.42,10.0,0.0,0.0
38.0,0.83,8.75,0.0,0.8
54.0,0.42,13.3,0.0,0.8
29.0,0.0,7.5,0.0,0.8
50.0,0.42,11.2,0.0,0.8
67.0,0.42,17.1,0.0,0.8
0.0,0.0,0.0,0.0,0.8
42.0,3.33,4.58,1.04,0.0
38.0,3.33,5.42,0.0,0.0
46.0,3.33,5.42,1.04,0.0
33.0,3.33,4.58,0.0,0.0
88.0,3.33,11.7,3.33,0.0
54.0,3.33,5.0,2.08,0.0
54.0,3.33,5.0,2.08,0.0
67.0,3.33,5.42,3.33,0.8
0.0,0.0,12.364999999999998,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,20.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
26.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
51.0,0.0,12.2,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
20.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,6.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
54.0,10.7,1.79,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
52.0,10.6,0.88,0.0,0.8
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
50.0,10.0,1.67,0.0,0.0
43.0,10.9,0.0,0.0,0.0
50.0,10.0,1.67,0.0,0.8
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,2.17,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
45.0,9.82,0.89,0.0,0.9
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
52.0,10.6,0.88,0.0,0.8
43.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,0.0,0.0,0.0
54.0,10.9,2.17,0.0,0.0
140.0,12.0,2.0,10.0,0.0
50.0,0.0,12.9,0.0,0.0
367.0,6.67,75.6,4.44,4.4
367.0,6.67,75.6,4.44,4.4
364.0,6.67,80.0,0.0,2.2
50.0,0.0,16.7,0.0,0.0
50.0,0.0,12.5,0.0,0.4
54.0,0.34,14.5,0.0,0.8
59.0,0.42,14.4,0.0,0.0
367.0,6.0,90.0,0.0,0.8
54.0,0.0,12.9,0.0,0.8
50.0,0.42,12.1,0.0,0.4
264.0,7.14,58.9,32.1,0.0
310.0,20.7,17.2,17.2,0.0
54.0,0.42,12.5,0.0,0.8
273.0,14.6,25.4,12.7,1.8
51.0,0.0,12.2,0.0,0.0
51.0,0.0,12.2,0.0,0.0
286.0,0.0,81.0,0.0,0.8
0.0,0.0,100.0,0.0,0.8
125.0,17.9,1.79,4.46,0.0
464.0,3.57,71.4,17.9,0.0
5.0,0.97,0.24,0.0,0.8
393.0,25.0,0.0,32.1,0.0
29.0,3.53,3.53,0.0,2.4
4.0,0.42,0.42,0.21,0.8
8.0,0.8,0.4,0.4,0.4
0.0,0.0,0.85,0.0,0.8
325.0,2.5,77.5,0.0,5.0
300.0,2.5,80.0,0.0,5.0
300.0,2.5,80.0,0.0,5.0
340.0,10.0,70.0,0.0,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
407.0,25.0,3.57,32.1,0.0
393.0,25.0,0.0,32.1,0.8
0.0,0.0,0.0,0.0,0.8
19.0,4.17,0.0,0.21,0.0
80.0,16.1,0.0,1.79,0.0
80.0,16.1,0.0,1.79,0.0
5.0,0.0,0.24,0.49,0.8
4.0,0.42,0.42,0.21,0.8
4.0,0.42,0.42,0.21,0.0
1.0,0.0,0.24,0.0,0.8
2.0,0.42,0.0,0.0,0.0
6.0,1.25,0.42,0.0,0.0
0.0,0.0,0.0,0.0,0.0
24.0,0.0,6.06,0.0,0.0
19.0,0.0,4.58,0.0,0.8
25.0,0.0,5.83,0.0,0.0
25.0,0.0,5.83,0.0,0.0
19.0,0.0,4.58,0.0,0.4
26.0,0.0,6.67,0.0,0.4
82.0,2.35,18.8,0.59,2.4
393.0,28.6,3.57,28.6,0.0
476.0,9.52,69.0,16.7,4.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
25.0,0.83,4.96,0.0,1.7
215.0,3.08,29.2,9.23,0.0
33.0,0.0,9.17,0.0,0.8
42.0,0.7,9.86,0.7,3.5
29.0,1.18,7.06,0.0,2.4
8.0,0.0,1.67,0.0,0.0
8.0,0.0,1.67,0.0,0.0
145.0,5.45,14.6,3.64,1.8
0.0,0.0,0.0,0.0,0.8
200.0,3.33,3.33,20.0,0.0
0.0,0.0,0.0,0.0,0.0
286.0,0.0,81.0,0.0,0.8
286.0,0.0,81.0,0.0,0.8
167.0,0.0,16.7,0.0,0.0
0.0,0.0,0.0,0.0,0.8
40.0,1.37,8.5,0.0,3.0
50.0,0.0,12.5,0.0,0.8
58.0,0.0,13.3,0.0,0.4
46.0,0.83,10.8,0.0,0.0
61.0,0.3,14.8,0.0,0.3
51.0,0.0,12.7,0.0,0.3
0.0,0.0,0.0,0.0,0.0
25.0,0.0,6.33,0.0,0.8
25.0,0.0,5.49,0.0,0.8
325.0,5.36,67.9,0.0,5.4
286.0,21.4,3.57,21.4,0.0
0.0,0.0,0.0,0.0,0.8
378.0,13.3,77.8,0.0,4.4
78.0,3.33,13.3,0.0,3.3
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
286.0,25.0,0.0,21.4,0.0
286.0,25.0,0.0,21.4,0.0
4.0,0.42,0.42,0.0,0.0
51.0,0.83,6.25,2.5,0.8
46.0,0.83,10.8,0.0,0.0
47.0,0.83,3.75,3.33,0.4
55.0,1.56,10.2,1.17,2.3
59.0,3.53,10.6,0.0,3.5
59.0,2.35,10.6,0.0,4.7
47.0,0.85,11.0,0.0,0.8
63.0,0.2,14.9,0.0,0.0
42.0,0.0,10.7,0.0,0.0
0.0,0.0,0.0,0.0,0.8
294.0,21.2,2.35,23.5,0.0
42.0,1.67,9.17,0.0,3.3
325.0,2.5,77.5,0.0,5.0
0.0,0.0,0.0,0.0,0.8
325.0,2.5,77.5,0.0,5.0
300.0,2.5,80.0,0.0,5.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
400.0,25.0,0.0,32.1,0.0
321.0,25.0,3.57,21.4,0.0
357.0,25.0,0.0,21.4,0.0
89.24,0.0,12.364999999999998,4.42,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
38.0,0.0,8.75,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
46.0,0.0,11.7,0.0,0.8
500.0,4.24,76.3,21.2,0.0
187.0,16.0,1.33,13.3,0.0
230.0,10.0,31.0,7.0,2.0
18.0,1.18,3.53,0.0,1.2
32.0,1.61,6.45,0.0,1.6
70.0,1.56,10.9,1.95,2.3
32.0,1.61,6.45,0.0,1.6
32.0,1.61,6.45,0.0,1.6
339.0,19.6,0.0,28.6,0.0
464.0,3.57,71.4,17.9,0.8
250.0,11.4,45.4,3.41,4.5
95.0,15.5,0.0,3.57,0.0
356.0,13.3,66.7,4.44,4.4
279.0,9.3,58.1,0.0,4.7
25.0,0.83,4.96,0.0,1.7
381.0,23.8,0.0,33.3,0.0
77.0,7.69,6.48,2.43,0.4
80.0,16.1,0.0,1.79,0.0
407.0,25.0,3.57,32.1,0.0
0.0,0.0,0.0,0.0,0.0
58.0,0.0,14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
196.0,17.9,3.57,12.5,0.0
500.0,7.14,57.1,28.6,3.6
500.0,7.14,57.1,28.6,3.6
31.0,0.0,6.25,0.0,0.8
286.0,0.0,81.0,0.0,0.8
46.0,0.83,10.4,0.0,0.4
46.0,0.83,10.8,0.0,0.4
48.0,0.85,11.0,0.0,0.8
183.0,0.0,45.0,0.0,0.8
46.0,0.83,11.2,0.0,0.0
58.0,0.83,12.9,0.42,0.0
46.0,0.83,10.8,0.0,0.4
50.0,0.83,11.2,0.0,0.4
46.0,0.83,11.2,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.83,11.2,0.0,0.0
46.0,0.83,11.2,0.0,0.0
48.0,0.85,11.0,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.8
49.0,0.0,11.7,0.0,0.8
50.0,0.0,12.1,0.0,0.8
46.0,0.83,10.8,0.0,0.0
42.0,0.0,10.8,0.0,0.8
200.0,1.67,45.0,0.0,0.0
46.0,0.83,10.8,0.0,0.8
46.0,0.83,11.2,0.0,0.0
46.0,0.42,11.2,0.0,0.0
46.0,0.83,11.2,0.0,0.0
46.0,0.83,10.8,0.0,0.8
51.0,0.56,12.1,0.0,0.3
50.0,0.83,11.7,0.0,0.4
46.0,0.83,10.8,0.0,0.0
46.0,0.83,11.2,0.0,0.0
46.0,0.83,10.8,0.0,0.0
49.0,0.0,12.3,0.0,0.8
50.0,0.42,12.1,0.0,0.8
46.0,0.84,11.4,0.0,0.8
50.0,0.42,12.1,0.0,0.8
46.0,0.83,11.2,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.42,11.2,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.42,11.2,0.0,0.8
46.0,0.83,11.2,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,11.2,0.0,0.8
46.0,0.83,11.2,0.0,0.0
46.0,0.83,11.2,0.0,0.0
46.0,0.83,11.2,0.0,0.0
50.0,0.83,12.364999999999998,0.0,0.4
46.0,0.83,11.2,0.0,0.0
50.0,0.0,11.2,0.0,0.8
46.0,0.83,11.2,0.0,0.8
46.0,0.83,11.2,0.0,0.8
46.0,1.25,10.4,0.0,0.0
46.0,1.25,10.4,0.0,0.0
46.0,0.83,10.8,0.0,0.8
50.0,0.83,12.1,0.0,0.0
155.0,1.41,38.0,0.0,0.8
183.0,1.67,45.0,0.0,0.0
183.0,1.67,45.0,0.0,0.0
155.0,1.41,38.0,0.0,0.8
183.0,0.0,45.0,0.0,0.8
46.0,0.83,10.8,0.0,0.0
50.0,0.0,12.1,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.42,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
44.0,0.7,10.5,0.23,0.2
183.0,1.67,45.0,0.0,0.0
50.0,0.83,12.1,0.0,0.4
46.0,0.83,10.8,0.0,0.8
48.0,0.85,11.3,0.0,0.8
50.0,0.83,11.7,0.0,0.0
51.0,0.21,12.0,0.0,0.2
47.0,0.63,10.8,0.21,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.8
51.0,0.21,12.0,0.0,0.2
47.0,0.83,12.364999999999998,0.0,0.0
46.0,0.83,11.2,0.0,0.8
46.0,0.83,10.8,0.0,0.0
183.0,1.67,45.0,0.0,0.8
46.0,0.83,11.7,0.0,0.8
50.0,0.0,12.5,0.0,0.0
50.0,0.42,12.1,0.0,0.4
54.0,0.42,12.9,0.0,0.8
46.0,0.83,10.8,0.0,0.0
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.8
46.0,0.83,10.8,0.0,0.0
50.0,0.83,12.1,0.0,0.4
50.0,0.42,12.1,0.0,0.0
50.0,0.42,12.1,0.0,0.0
50.0,0.42,12.5,0.0,0.8
54.0,0.42,13.3,0.0,0.4
50.0,0.42,12.5,0.0,0.8
50.0,0.42,12.5,0.0,0.8
46.0,0.83,10.8,0.0,0.0
50.0,0.0,12.1,0.0,0.8
200.0,0.0,45.0,0.0,0.8
367.0,10.0,76.7,0.0,3.3
367.0,13.3,73.3,0.0,3.3
348.0,12.5,71.4,2.86,3.6
348.0,12.5,71.4,2.86,3.6
348.0,12.5,71.4,2.86,3.6
348.0,12.5,71.4,2.86,3.6
348.0,12.5,71.4,2.86,3.6
0.0,0.0,0.0,0.0,0.8
46.0,0.0,11.2,0.0,0.8
50.0,0.0,12.1,0.0,0.4
58.0,1.67,3.33,2.5,1.7
0.0,0.0,0.0,0.0,0.8
58.0,1.67,3.33,2.5,1.7
196.0,20.5,0.0,12.5,0.0
252.0,18.8,0.0,19.6,0.0
19.0,0.42,4.17,0.0,0.0
58.0,1.67,3.33,2.5,1.7
115.0,5.38,21.5,0.77,5.4
367.0,13.3,73.3,0.0,3.3
363.0,13.3,73.3,0.0,3.3
368.0,8.77,77.2,3.51,3.5
368.0,8.77,77.2,3.51,3.5
368.0,8.77,77.2,3.51,3.5
375.46999999999997,8.77,77.2,3.51,3.5
368.0,8.77,77.2,3.51,3.5
339.0,8.93,71.4,2.68,3.6
138.0,7.69,25.4,0.77,4.6
0.0,0.0,0.0,0.0,0.8
